e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,integer,log_integer
4,3,4,1,3,3,4,3,4,0,4,4,4,2,2,1,2,3,3,3,4,0,1,2,4,0,4,3,2,4,2,3,1,3,2,1,2,1,1,1,2,2,3,2,4,1,1,4,2,1,91939490511343307138267505641027968580491724733271526107766732400881535227332302063949454828650060597095969323518644095440655217141423131072879448517846190413601683971169275494121617765910165047153157659730000,481.15624489859596
1,2,0,1,3,2,1,4,1,0,0,3,3,0,0,0,2,1,2,1,3,4,1,0,2,1,2,3,1,3,0,1,4,4,2,3,1,0,0,0,0,1,3,4,1,1,2,0,3,1,1409786957439350332507323559750452628830344666592533102241234940758842651097107162685975243155164026802010793541085486413158869234598537662988294,331.9156919901022
0,3,1,0,0,1,3,4,3,4,0,2,1,1,2,0,1,3,0,2,0,3,0,0,4,2,1,3,2,3,1,4,3,3,4,3,2,0,3,3,2,1,3,0,1,0,4,3,1,2,1819120497091099061363095379979479189507736164671212171220294021913946310529001392597964542468451298740815112106714132559022649253354918685573358052661493869981703824036201585,401.2481593218964
0,4,0,3,1,1,4,0,3,2,4,1,1,4,2,4,1,2,4,0,0,0,4,3,3,1,0,2,3,2,2,1,4,4,4,4,0,3,2,1,4,3,3,4,4,4,4,2,2,1,176126863991333758113877084168624401004371836516039556546920491686560289652512576154552129619266647541725993297357226026389637004270941020709742526469963335506353489734610432138883668146846714327963871455191622054570787,502.52958464022
0,2,0,3,3,1,2,1,2,4,0,1,0,4,3,3,4,3,3,0,0,0,0,0,4,3,0,4,1,3,4,2,1,1,2,4,2,2,2,2,2,0,3,4,1,3,3,3,2,0,462137473910010102118953949058050446510886805170999418032646503392617877777993606640403368621015479331130830303848871506214956703800398873123220836792517285055901873255374150990893849,420.6011791483228
3,1,1,4,1,1,3,0,4,1,0,3,0,2,4,1,2,4,0,1,4,2,4,0,0,0,1,0,1,4,3,4,3,2,1,2,3,2,4,4,4,3,2,1,1,4,2,3,0,2,5242582789166504920927890121309765835238895261877198107854389765612173720703779203231145183832490605371371687859364048767274635950179943540489083283769767903160566999408367797255466422348360,436.8453968514688
1,0,1,3,3,0,0,0,3,0,1,2,4,0,4,0,3,2,4,3,0,2,1,0,1,2,0,3,3,3,4,2,0,4,2,2,2,3,4,1,4,0,2,1,2,1,4,0,1,4,175949111216602741572760833482785716970566899306551340711921349672813500941750738689705444400073146116009319062489431132337785739596890194145249260982256621233361285084072662310,405.8200009933781
2,2,0,0,2,3,1,3,3,1,0,0,4,0,0,0,2,2,0,4,1,1,0,0,0,1,2,2,0,1,1,2,0,3,2,4,2,3,0,2,4,2,1,0,2,0,0,0,0,0,157541110786398311240536279743555517597652665548171040549645262681246588013303164010728304134656943060301432419557692,267.5543870463929
3,3,4,1,1,3,1,2,2,1,3,1,2,4,1,4,1,2,3,0,1,1,0,3,4,4,3,0,1,0,0,1,3,4,0,2,2,0,2,4,0,3,0,0,1,1,4,2,1,4,37573858905731589881393556153484304034002125293220348413005970493491448935462997039703332819381153508174838831313320515766380700249308433164931591386748067980645000,376.6450936317697
0,0,0,2,1,3,0,4,3,0,2,2,4,0,3,3,4,3,4,2,1,4,4,1,1,0,0,0,3,0,3,1,0,4,0,3,2,2,2,4,0,4,2,2,3,1,0,3,3,4,203116093601880205906484677644113341137006020646127211006957463876034577587739188022333048149225051677336547254091700822542618889656396167310761624641624566858402518948846556606574811559,426.68684972315003
3,4,3,0,0,4,0,2,0,2,0,1,1,1,4,3,2,1,3,0,0,2,0,3,2,0,4,2,1,4,0,0,1,2,4,1,3,4,1,4,2,4,1,2,3,2,0,4,3,2,18229761205516142521331895103371524850292067135674244376528315725393394052767285546787794244238653918659972310539801772472299528882016492676993079081986549931721556357570837000,403.55286167058443
0,0,3,3,3,4,2,1,2,3,2,1,4,0,0,0,4,2,4,1,2,1,3,0,1,0,3,0,1,0,4,2,1,2,4,3,3,0,4,1,4,4,3,0,0,3,2,0,3,0,684829179579104036713490859972440046008647441825746858558384938518510684084553950411840737201738942903422830328876667824799746687411492871079964983988813592742668657263375,393.3634650572861
0,4,3,3,0,2,0,4,1,2,0,2,3,3,1,4,0,1,0,1,1,2,2,1,4,0,1,1,4,3,3,0,3,4,2,2,2,4,3,1,2,2,4,4,1,2,0,3,0,2,121429464090750810181741810053976688009353200961186273854269783004778586313025814229997987712949061981234845803418299286129285504044494383017567407624156736569892883756096824657625,412.3568950116837
1,3,0,2,4,2,0,1,1,1,4,2,3,1,3,0,0,4,0,2,2,4,3,4,4,2,2,4,4,2,3,0,2,0,0,0,1,4,3,2,4,1,1,4,2,4,2,2,0,1,34271195866081474791026984460206977947198243934592489185729484553246862049938748498341492102841408040907035970680508139115977800120424162477630958006912717388246477068803952228664039941342,431.8151325275913
1,1,2,3,0,4,0,3,3,2,3,0,0,4,1,4,3,4,0,1,1,4,1,0,0,2,3,2,4,0,0,3,2,4,2,4,1,3,2,1,4,2,4,2,4,1,0,2,1,1,2576159877695031265266466441370594238756433284195745524625955973702847347009376399926095519941063459269082562855916724469013061712769472555316048776734038122754573237226417864356461650,422.31937188854914
4,1,0,1,3,2,4,4,0,4,2,1,1,0,2,4,0,0,4,3,0,3,1,1,2,1,1,4,0,1,4,1,2,4,0,3,2,2,1,1,1,4,2,4,3,4,2,4,2,0,5793197560100745080482698386010218423498333890696569901753989807137816980612286938029790407845871623334341601628725485313308786735864990514154711349711842564755846704537212920213302832,423.1297564126888
1,0,0,1,4,0,3,0,4,2,4,4,2,4,2,1,4,2,3,2,0,2,0,1,2,0,3,3,1,3,4,1,4,1,2,2,4,1,4,0,2,3,3,2,0,2,3,4,2,3,37921927678399178197731708784357100063450096319996761636628552497889362563782132272061695441749976611078526907237964800333650638392969623065394329737311951841165487625349867345347643825022418092282798,459.5473779243166
1,3,1,0,1,2,3,3,4,4,4,2,3,3,3,0,3,0,4,0,3,0,4,1,0,0,1,0,2,3,0,1,4,1,0,3,0,1,2,1,2,1,2,1,4,4,0,4,1,4,74773124675377225633217534376210816866000502280410843062049571871174604757419813744725188606586242776116817827681379308185098583365168837292349238054587404143860390201970,391.1487541476342
3,2,4,2,3,2,2,4,4,4,2,4,3,3,3,1,0,0,1,4,2,1,0,0,0,0,0,3,0,2,1,1,3,1,4,1,3,1,3,4,3,3,1,0,3,2,4,3,0,3,1361170818286433762876584017912254846915002982261878105740415177469209397842739102065216597339382509851637836140277453447689448096371211155259246111870304979423814179635627731855000,414.7736619641168
4,4,4,0,0,4,2,3,0,0,1,4,4,2,1,1,2,0,2,2,3,1,3,0,2,2,1,2,2,1,2,3,3,0,4,0,4,0,0,4,0,4,1,3,4,4,1,1,4,0,79332861092492725815793461074186385045217441779144873086790989035054926520404851690437301076713203072821831045662966355388381131150040700178268393581056246439617908988958930000,405.02345861333396
3,4,4,0,4,4,1,1,1,2,4,0,4,1,4,1,2,2,3,2,4,1,2,2,4,2,0,1,0,0,4,2,3,2,4,1,2,2,1,2,3,4,2,3,0,0,0,1,3,4,4463822165064502826687726393675378061570392643858578207178849615389381080631423057922690685512273906278877614427661575565524193756972280094631739768406047471148493738235305763637909015000,429.77683268360283
4,3,2,1,0,0,0,1,2,1,4,0,2,4,0,4,2,3,2,1,2,4,3,2,3,0,2,2,4,4,4,1,1,2,3,4,3,4,4,1,4,2,0,2,1,2,0,2,1,3,42114368462974138561722172419267523109125148386353546120241767377347258758870997184993617869489351726342389597553618258270444422612175715802598370512107783240944698015914756180036343276850068322800,452.7444821099572
3,4,1,1,0,0,2,2,0,3,0,2,2,3,2,4,0,3,0,0,0,4,1,3,0,0,4,2,2,2,4,2,2,0,4,2,1,1,1,3,0,4,1,2,0,3,0,4,4,0,153240704768081834999540181176004234144709977200306244884189138430550969000580278160792377940260118552338499939056579601166985343239339600167906365860094157912120,371.14303970498815
0,1,1,2,1,0,3,4,0,0,0,1,4,4,0,4,2,4,0,0,2,3,0,4,4,0,1,4,2,3,3,0,2,0,1,4,0,4,3,2,0,0,0,4,0,1,3,4,1,3,12179612003662124608534579275950694052891989384304617809755175483954439602677305744333299266353937185713554372601991374815184887044259650891360764151586922612132221897095,389.3340590295739
0,1,1,3,3,0,2,4,4,2,0,4,2,1,3,4,2,4,4,1,0,4,1,3,1,1,1,3,0,2,0,3,0,0,2,2,1,4,0,4,2,3,0,1,4,2,2,4,1,1,23631416133114715709853775045414643041244053967832076145568737801003264125937091091914418081009825367730001901548825658935694563553849568270103951604370619035573344711705676355215,410.72013847880817
0,3,1,3,0,2,2,0,4,0,2,0,1,2,1,0,1,4,3,1,1,0,0,2,2,0,2,3,3,1,1,4,4,1,1,0,1,2,2,1,0,1,4,3,2,4,0,2,0,3,135213798423934815470535101214698884057156286477949238063195276486728769241232124010064510561075931466092709284884844800265022616783888425349987878415,343.38686588787454
0,1,3,0,1,1,1,4,2,1,1,0,2,0,0,2,1,4,1,4,1,1,4,0,3,0,4,1,4,4,0,1,3,1,2,1,1,0,0,4,2,2,1,2,3,1,3,3,1,1,34893341011868542905953699330188052811684192526008107386406191845823349370156762872058323196438634202463157925152998272918140349735073300573368972454053824875,362.7555705161223
0,3,4,4,1,3,4,2,1,3,1,3,3,1,1,1,1,3,2,3,3,1,0,1,4,0,4,0,3,3,0,0,1,1,4,1,2,1,0,3,3,1,0,1,0,4,2,2,0,1,987976319448428728974778116971429253230387289069916998543964721371615033099501433083472936003608297965900844512534208831361273870654472386055632922389814375,359.19117795738003
4,1,2,2,1,3,3,1,3,0,2,1,1,3,4,4,1,0,0,3,4,2,1,4,2,3,3,4,1,1,2,4,3,3,1,3,2,4,4,4,1,4,2,2,1,3,3,1,2,2,1123642624799439851894676314081796165511887843943960403563033937712170845232409023355039904118721876540836331242035874121858797063191503592656882194034981762487582974267120735101663524699686224828237586459851847600,490.56720055917987
0,0,4,0,2,4,4,4,0,4,2,2,3,3,0,0,4,3,3,2,4,3,2,3,2,0,2,2,3,0,1,0,2,0,2,4,4,4,2,1,4,3,1,3,3,0,1,1,3,3,1209772215583089914696025339859889779529441460116205765351245481062268643122808036246937614466640594689491793126329021430102618937174412225468934207779120599319770687138220100075016219776631046200625,456.1022805031239
2,1,2,0,2,1,0,2,3,4,4,0,4,1,1,2,0,0,4,2,0,4,1,4,4,1,3,0,1,0,2,3,4,2,4,3,0,2,3,4,4,2,1,4,2,2,0,3,3,1,9002395370869788783037332705375929275523620766612511733010674580569811682709401246408603299477601707488042807549748251940814474207842438959206699531927710211807772229119775900825118154852506900,444.2938285490996
3,2,1,0,1,1,1,3,3,4,2,1,2,3,3,0,4,4,0,4,4,2,1,0,3,1,2,0,3,2,2,4,3,0,4,4,1,4,2,2,4,3,0,2,3,1,0,0,4,4,18853388572238418829274179592081495160538746894835698033821942578527877625754615875038796760996057720464223394045814234036985491377619907485424658875845367385407606490710398825896029895315865322369720,458.84854107566474
3,1,0,2,3,2,3,4,2,1,0,2,1,3,4,1,2,1,2,4,2,1,4,1,4,1,1,4,0,4,1,3,0,3,2,0,1,3,0,4,3,3,2,2,4,4,0,0,4,0,7639617095466277656058937772813020628016784929589914857283207243835231590098764707139794170714131857727432739572783661147048064816524771974609642305389644317947446218068144466275657450408,430.3141747804205
3,0,2,2,0,0,0,3,4,1,3,2,2,1,2,3,4,4,0,3,3,1,0,2,1,4,2,4,4,0,3,1,2,1,2,1,1,1,1,4,1,2,1,2,4,2,1,0,2,0,3723355926516446895347579983961488812642287342632063167941993766264822285373834901935943330461125241756262985483299792452771380077558479664564740939180137175588676201800,388.1489210153933
2,2,1,1,2,0,4,1,2,3,1,4,2,2,4,4,3,3,0,4,0,1,2,3,0,2,4,3,0,1,3,1,1,4,3,3,2,0,0,3,1,2,4,2,3,3,0,3,1,4,3791968189045962848071710660321805018049565620879528330601109846568927783848056437335143219898261722380796012659365078689786957822696709629680007875146267062515980499570832623916311960082674940,443.4292230502497
4,4,1,1,4,3,0,4,0,1,0,0,0,4,0,0,3,4,2,3,2,2,4,2,1,2,2,1,3,1,1,0,0,1,0,4,4,0,4,3,4,1,3,2,3,3,4,1,1,0,1158873434843243040810268205969440963956599983489186244367642491049880383664431850673560230265874082195341397871908758690057447543866138723383059150044289373158744191185667920,400.79725453732516
0,2,0,2,2,2,0,3,4,2,3,2,4,4,2,3,1,0,2,2,1,3,4,0,4,1,2,1,4,1,0,0,3,4,1,2,4,3,1,3,0,3,2,1,1,4,2,0,4,4,21667636406606954058243685114485537676303370155898595391707856796638267033716598951496352851747600737914609758379497753720928101906401614924278417409874260234071428959292042120983082965478247511,445.1721575923107
3,1,3,1,2,0,1,1,0,0,1,3,4,1,1,4,4,4,4,2,4,2,0,1,3,4,2,3,4,2,0,0,2,2,3,4,1,4,0,2,1,3,0,4,3,3,0,3,1,2,841616946626461950445754219721941963018930937218271076666605936570480569508934102167955062429230405233173544107594240911606988348752145231688335953247771885530711531209165496192881136173419000,441.923907553856
4,1,0,0,0,3,2,4,1,2,4,0,2,2,4,1,2,2,2,1,0,2,3,4,3,4,3,2,1,0,0,0,1,2,0,3,2,3,0,1,2,4,4,3,0,1,3,2,4,0,93321394184215051712955600382999471054093523854522617560426839767319660087263328425183514949676352578683791959414914183463976716235819805455032764807337420510732984063282672,398.27810028884574
3,1,4,2,1,4,1,0,1,4,4,3,0,3,0,4,0,0,4,2,3,0,1,2,0,0,0,3,3,2,0,3,1,3,0,3,2,1,1,2,1,4,1,2,2,2,4,3,1,4,1625865757337440341195114708219894025679619226985047857822769502488323089281706701972367806539016969718238758946710326916269196011327897192144886419319227797120466535715000,394.2280913496361
0,0,4,1,3,1,1,2,2,1,4,2,1,1,0,3,3,1,4,1,1,3,3,3,3,0,2,3,4,3,0,2,4,0,0,2,3,2,1,2,3,4,1,1,0,1,3,2,4,3,70797721636676832793389172466316900526512274679105904339088791404797385600036942548306401944946356053374652098938220680921656167107535537269098067923934779204038417611786065933235516875,425.6328988378193
2,0,3,0,4,3,3,2,3,4,4,4,1,0,3,4,2,2,1,1,3,4,1,4,4,4,0,4,3,0,0,3,2,1,1,3,3,3,0,0,2,4,4,4,4,0,3,1,3,3,153980850818883063257355187616518787718972940766926198488653117846561376938103766513820653957303980575383373857783844392963968004606811030195354822547064370160812033697080195948241857424625134645621643676196341168500,495.4874530570819
1,0,1,1,0,3,2,0,4,1,2,4,2,4,3,4,4,3,2,3,0,0,3,0,3,1,2,4,4,3,1,1,3,1,4,2,0,0,4,4,3,3,0,0,4,2,4,3,4,1,254681895173690235437515383685418212743232791602183546521978080152666855168320680639382981205054768573661869857268252847499898338395734731671170060256011247761153795182992639847956335125915394917299011854070,475.26737426729835
3,2,1,0,0,3,4,4,3,0,1,2,1,0,2,2,3,2,0,2,2,1,0,2,2,3,3,4,3,0,1,4,4,3,4,2,3,2,1,0,4,1,4,0,1,1,4,1,1,0,173520541685141541805659590750469862732794535241656086563637692730693514050869243954447729778471567872274733031449832973489155900507368692924086862877528245719959297932448484280,405.8061021692224
4,3,0,4,2,1,1,2,0,3,2,1,0,3,2,0,0,1,4,0,0,1,0,3,0,1,4,0,3,2,1,1,0,3,0,0,0,3,2,0,4,3,0,3,3,2,4,3,1,1,1603464247368097360309000775957064397136963094567800629615384987744147699163148994298086467821452757647859192092665280763708830491396129086734512,332.044419834424
1,1,0,0,3,0,2,0,3,4,2,4,4,4,4,4,0,0,2,0,0,4,3,4,4,1,1,3,1,2,4,3,1,2,0,4,1,0,3,0,0,3,3,4,1,0,4,4,3,0,49941725850940299066933091285722981608655475446632333422048910628062458485106014923313832665757387566519402338296539891737866686149674167765091103253213280936794728468587706664656354569998042,439.09943941861815
1,0,2,0,1,2,1,2,3,1,4,2,0,1,2,4,3,0,3,2,0,1,1,2,3,2,2,2,2,3,0,3,1,4,4,2,3,0,3,3,2,1,1,2,4,1,2,3,0,4,121067298385996788569450901424414246261236723313489724485623440626976617479857062656242755013228969610535116180780848547070205434049468169720342836278026985043376622135245100763304050,419.26166331491964
4,1,0,0,1,0,4,1,4,1,1,1,3,3,1,2,3,0,0,0,0,2,0,1,4,2,0,3,4,2,1,0,0,2,4,4,2,3,4,4,2,0,0,4,1,3,3,2,3,1,5183655393693379751087979426289126703456908734471516445772256870844650821961614644383816558261107788247812492316218808403807416546086223972625723725273059968635216265325488,395.38756138384025
2,1,3,4,2,2,0,0,1,1,2,2,1,0,2,1,3,3,3,3,2,3,3,3,3,4,4,1,4,0,2,3,2,2,1,0,0,1,1,1,4,2,0,4,3,4,0,1,4,1,186320669605345941419834232221634648280290908608293134319684085556147194956704068689109512279219363513921117243424467905615480448738706477695658877943572935341091649055068078702524500,419.6927859583436
4,1,2,2,2,2,1,3,1,4,2,0,0,0,3,4,1,3,0,4,1,0,0,0,0,2,0,2,1,4,0,2,4,3,2,4,2,0,0,1,4,2,4,3,0,0,4,1,1,2,125270528495826803831026573681755064563693302692602545735349867434784319984223334013907785874572836581500421652906303355754356331800309570866822347486759782800,364.03375013377223
3,1,2,0,2,1,4,4,0,0,0,1,1,4,0,1,2,2,3,3,0,4,0,0,0,1,2,3,2,3,4,1,1,4,3,0,1,1,4,2,2,1,0,3,2,3,3,2,2,3,43688378860519492544572633818136026631878141826534219023403430568851888776609191153803193704988536707204922742210684891373992863313282617797283737633476338621204097774600,390.61137775977033
3,1,0,0,4,4,2,2,3,0,0,2,0,1,1,0,2,3,4,3,4,4,2,4,3,3,4,2,0,1,3,2,4,0,4,1,4,0,3,1,0,1,2,4,1,2,3,2,3,2,121500048862642191139671069669958510433224262830286200289016099585108238969686854715425892098618328482502321836603630754571436788952547274363211894989136166720361180717564399780081194006377096616,446.89625251979896
4,1,2,1,3,3,3,1,4,1,1,4,1,2,0,0,1,1,2,0,0,0,0,4,0,1,3,1,1,3,2,1,1,4,4,0,0,1,2,1,2,2,3,3,3,0,0,4,1,4,4010956786854874028698712571642442329409748324587414727843951726374024102511536877933569134756131417527634668169546423194721639255715217912451517221077200,353.68454904116015
3,4,2,3,3,0,1,0,4,1,4,2,0,4,1,3,4,1,4,4,2,1,2,1,1,4,1,1,0,4,2,0,0,3,2,1,3,0,3,0,0,0,2,1,1,2,1,0,0,2,86991336208856620725823121155287169994552360114342408961429325134019988706078201345227952275305204227524229799276257301678072617999266997167602271400,342.94581720001423
1,4,4,3,1,0,0,3,3,3,1,0,3,4,2,0,1,3,4,3,1,4,0,1,2,4,0,0,4,1,3,4,4,3,3,0,1,2,1,3,1,1,3,3,1,1,2,0,0,2,4844217370934944918805671924056968155835276148131174551674432885206304222057038836500177834796066701648082589755521095120511824845209872807143993764828312029277460487689788750,402.227591879912
1,0,0,4,3,3,2,3,4,4,4,2,1,0,0,2,0,4,3,4,1,2,1,0,1,3,3,3,3,0,0,3,2,4,1,1,0,0,0,1,4,2,3,0,3,3,3,1,0,4,2773535225513140795838536270330196847345282860916079099597099297060466097306033884387061562489330067272428488333805104946316818218932017226213031543835349494386954756400467402,401.6699289421403
4,4,2,3,0,3,3,0,0,0,2,3,2,1,3,2,0,2,3,3,0,1,1,1,1,4,4,0,1,1,3,0,2,0,2,3,2,3,2,4,2,3,1,2,2,3,2,0,3,0,679282555504243190469355585760941123972731293785660778945175636856204638966127353792743725120410481062489140082714673393889952803386671554212696947643181364122122800,379.53982224079726
2,0,1,2,4,4,2,3,0,0,3,0,1,2,2,2,3,2,0,0,1,1,3,3,1,2,4,0,4,0,1,4,4,4,1,2,1,1,3,0,2,4,2,3,3,0,4,1,3,4,620784113785778389388809439769880290511516972126067931626219970575954340390849258515416655430023511381669896655478233557674819238020221863490819702091279062432128300958311668694683436660,427.80405539654504
4,4,1,4,1,0,3,2,1,4,3,3,3,3,4,3,3,3,4,0,2,2,3,4,0,3,1,0,3,4,0,0,0,2,1,2,4,3,2,1,0,2,2,3,1,1,1,2,1,3,5981130499740501758876031602199293683730763621416332313874627263727572773326543838652968488247871519521282540873306995335084275785460353231106120050481945615946675860149212578317593520,423.16168161478515
4,4,3,1,3,1,0,4,3,2,3,2,2,0,4,4,4,3,2,0,3,0,1,3,1,2,2,1,2,0,2,3,2,4,0,0,2,4,2,2,3,1,4,0,0,0,4,4,4,0,17186579521314743371157593967456158855648376827190320817460679866649946559075687153372480266496616189209945867667148016887531063965041201134746051359223232236211101712578393545817506000,424.2172008367795
1,4,3,3,1,2,1,2,1,3,0,0,4,0,4,0,0,3,0,2,2,3,0,2,4,4,1,2,2,4,4,0,1,3,4,0,1,4,4,1,2,1,2,0,3,4,4,3,1,3,32846310505524828951226571267225880111616359345530013206236544129633850340011965890195470537440897747608483498761162930735983892953745876869477089877559924877564303679763152555345478403892250,438.6804220011194
4,1,2,1,4,1,2,3,3,1,4,0,0,2,2,0,1,4,4,2,4,2,4,3,4,2,1,1,2,3,3,2,4,3,0,4,4,2,1,4,1,4,1,1,0,0,1,4,3,4,1757557526163984047071778615080972687961457303639014432563751850091828108169471674060935681768406964914764585706877556136007015674081816964421448837971492041971073259866708224232167450009073044391285842237200,477.19903932574897
1,3,4,2,1,4,4,2,4,1,0,0,3,1,1,0,0,3,1,3,1,0,4,2,3,4,2,1,4,2,0,3,3,1,4,3,0,0,2,2,4,0,0,4,2,2,0,1,2,0,14715345404928216963710787305895702621643698760670089979216151651867178382983737479393685557746566589908210685351217684584616887179740331200621343331362491202727683750,382.61543119840934
0,3,1,3,2,1,3,4,1,3,3,2,0,4,4,4,2,0,1,2,4,3,1,4,1,4,0,1,1,1,4,4,3,0,4,2,4,0,4,2,2,0,4,0,3,0,3,2,2,2,2063880716386019021827979563727531304488460531695216324307949248203903034166899042313061323868912015105082346101221410245052532701578638056370536299718728090124397100984618074556466603935887998151295,456.6364364663217
1,0,3,4,3,3,3,3,0,4,1,2,1,2,1,0,0,0,2,4,2,4,0,2,4,1,3,2,3,1,4,2,4,3,4,1,3,2,0,3,3,0,2,0,0,3,0,2,0,1,61028836468700661401341782155030954682396745219137552479383812524541360408627936437322640413775888428130306910085462724477232588662467055619307473701520715532119963232525750,397.8533973834491
4,2,1,0,2,3,2,1,0,2,0,3,1,1,2,2,4,4,0,1,3,4,1,4,2,0,4,2,2,1,2,4,2,3,4,4,3,4,3,1,0,3,4,1,4,3,4,3,0,1,92087123585951746750017451035406468465806484833148705358710649625021081702690855750176503032968312076892411779119780710421795495558005618504238984818208926506268788858655900410429892038440782293290720062140240,481.15784937419863
0,1,2,1,2,1,1,1,3,0,3,2,1,4,1,0,2,2,1,4,0,1,3,0,1,2,4,1,1,2,0,2,4,1,3,3,1,4,4,3,2,4,4,2,4,1,1,0,2,1,78292755526961010074198662456644613183089785087770527681279991607714940481821982862412089775166738336588219784001547617564715679722130152751552335328880745002943307021280567676725,411.9180165366568
2,1,1,3,1,3,3,3,0,0,2,3,1,1,4,0,1,1,3,3,3,0,0,4,0,0,4,2,2,4,1,3,4,1,2,4,2,1,3,3,0,1,2,4,0,1,2,1,1,3,127802823838238251842836894950740689464917942805494682752587362057135552534344287367065084026653591414282466002366118411696864063664705431643548208229883517129897325542169780,398.592539539442
0,0,2,2,4,1,4,0,2,4,2,3,1,4,0,0,0,0,4,0,4,2,2,2,0,3,1,3,2,3,1,0,4,3,1,1,4,3,1,1,4,1,2,3,2,4,4,3,2,0,14906979464977173750400288290303881891004039418880900202706456883740657148269672655554067806304356033725401715818808109635522246397978272192745694331340792603080797972023551292879149697325,430.98265682063754
0,4,1,0,1,1,3,2,1,0,3,1,3,1,3,4,0,3,0,3,0,1,1,2,1,3,3,1,3,0,4,0,2,0,0,0,3,1,1,0,2,0,4,1,1,2,2,3,1,3,17942269243170981156699305615313252137287124392864192371610791974898290183429061472359707384534761975383028673659415733063749707054946631729684765,334.4594127304747
0,0,2,1,1,0,4,3,4,0,3,1,3,0,2,0,1,3,2,2,1,1,1,3,3,1,4,4,3,1,0,4,1,3,1,3,4,1,0,0,2,3,0,2,1,4,1,0,3,1,7169700017752941101349747893586123170696904097710155206293887382872983714709121507615758963653168995470635683004057725196582374744393720752194240146022819723239805025,381.89640415922565
2,0,3,3,2,3,4,3,3,3,0,3,4,0,2,0,0,4,0,1,2,4,4,0,1,3,1,0,4,0,3,0,1,0,1,4,0,2,4,2,4,0,2,1,2,0,0,0,1,4,81183648652841325832649624718614910146061608544321926637991390923550502001884319744153140111730390532257396448609038989050355356117291056966251954090934785500,363.5999883626904
0,4,4,0,2,1,2,0,0,0,2,2,3,3,0,3,3,1,2,2,2,3,1,4,2,4,4,1,3,1,0,1,2,4,2,1,2,0,1,4,4,0,0,3,1,1,4,0,1,4,671524885181069418234352460752567219389547760173860966105633391103509955698596334858685412011889786702033598810205957697774673804377679317577180440070628139823481219128543125,400.2516019763516
1,3,3,4,0,0,3,4,2,4,3,2,2,4,1,2,1,4,3,1,1,4,2,0,0,3,1,4,0,4,4,3,2,2,3,1,0,2,1,0,4,0,4,0,1,2,4,1,2,0,10624475145430818621539950293092971950734011035509790525244419038692564923046791249441680246188004913024486099084455620374061574374601620823915034287897635730010052605989051076786750,416.82847705444146
3,2,0,0,1,4,1,1,1,3,2,1,1,0,3,0,3,2,1,4,2,3,2,0,1,4,0,4,4,2,2,2,2,4,0,0,3,1,2,2,0,2,0,3,0,4,3,3,0,3,16438403956616128782527027144112098597183336399377361949901223283141105164364155797680751290205693454678096036701492101660107539349977193236443587895824695391514289323528,389.63391592498397
1,3,2,3,4,3,0,3,2,1,2,1,0,0,1,1,0,2,4,2,2,0,0,3,4,1,2,3,1,3,0,3,1,4,4,1,0,2,2,4,2,4,4,2,1,0,3,2,0,3,38551003872641059057344957981911784848699269524456710158672952416729720264459952166483756289348235274988709875975567510603473940353496408204242262767210756325978610644611835050,404.30178832142906
4,4,4,2,0,4,4,0,4,4,3,3,2,2,3,2,2,2,1,3,4,2,2,4,4,0,1,1,3,0,2,4,0,0,0,4,2,4,0,0,0,4,2,3,2,4,3,0,1,3,14527271584817980221227788996061755044222943735162975346885136088416315733760451615685492209402003378309984356530171017375561670729008771688571860087478862358810577288202987231362384199378930000,444.7723655367485
0,0,2,3,2,2,1,4,3,3,1,0,4,3,2,1,1,3,2,1,4,4,4,3,3,0,2,2,2,2,1,0,3,3,3,4,2,2,1,1,1,0,3,1,0,0,1,2,0,3,216143627290010962084504194395794152618878225274680004360638916680985843229002234772904514676224764630633707398899439442485829082290029953228276315411346655676067787454278325,399.11799402984803
4,3,4,2,2,2,2,4,0,3,2,2,0,3,0,4,2,3,1,4,1,1,2,4,1,2,2,0,1,2,3,2,3,4,2,4,3,2,0,4,3,0,4,2,3,1,3,0,3,4,47114372144516817796191345436880844524923968779977987829532416126108520991452784479775741226233048960705882319952049177048396245347615858946580778299721683921486039259396241792624159776775058283086590000,466.67218178735203
0,1,3,2,4,0,0,1,0,1,3,0,1,1,4,0,4,4,2,3,4,2,0,4,1,0,3,2,4,0,2,4,0,2,1,1,1,3,1,0,2,2,4,3,1,2,4,4,3,4,56502451951105158166444671231083140011096454822487803645417131804766447772250214562764545334390615884240248169516215962678742934316828633753845377615913127719269426524750231346975855258625,432.31511133146796
0,4,4,4,3,0,1,1,4,2,0,4,0,0,0,4,4,4,3,2,4,3,2,3,2,0,3,2,2,1,2,1,2,3,1,1,0,4,2,2,2,2,2,1,4,1,4,0,1,3,8401318576269094223345839439058763160132969273666479944910039112966155347807285440977106843839053177141663357713872589674499020996530163523504505279058010035430162282600366488300202375625,430.4092159637881
